thing,ts,prop_odometer,prop_rpm,prop_speed,prop_speed_limit_delta,prop_tripmiles,prop_fuelecon,prop_fuellevel,loc_lat,loc_lng,loc_heading,loc_speed,loc_corrId,loc_streetNumber,loc_street,loc_city,loc_state,loc_zipCode,loc_country,attr_vin,attr_fueltank,attr_m2x_deviceid,attr_phoneno
358901046463128,1.428267553361E9,3795.0,1394.0,21.0,-24.0,3.0,8.0,92.0,26.28709,-80.25052,214.8,12.0,,,9311 Wiles Rd,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269432431E9,3808.0,1595.0,24.0,7.0,3.0,18.0,95.3,26.32726,-80.25175,269.6,39.0,,,NW Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.42826789934E9,3797.0,834.0,13.0,-17.0,3.0,12.0,93.7,26.28131,-80.26167,41.0,13.0,,,4091 NW 101st Dr,Coral Springs,FL,33065-1570,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267802984E9,3796.0,1057.0,9.0,-14.0,3.0,11.0,93.5,26.27849,-80.26017,241.8,16.0,,,10021 NW 39th Ct,Coral Springs,FL,33065-1528,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268490375E9,3801.0,1777.0,27.0,-23.0,3.0,15.0,92.0,26.28624,-80.20201,54.0,25.0,,,Wiles Rd,Pompano Beach,FL,33073,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269552451E9,3809.0,1077.0,11.0,12.0,3.0,19.0,91.6,26.32013,-80.26755,263.1,38.0,,,NW Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267890313E9,4405.0,1928.0,66.0,1.0,3.0,24.0,74.9,26.11471,-80.31488,104.4,66.0,,,Interstate 595 E,Ft Lauderdale,FL,33325,US,null,14.5,null,null
358901046463128,1.428267795773E9,3796.0,1114.0,17.0,-13.0,3.0,11.0,93.2,26.27886,-80.25757,250.5,17.0,,,9880 NW 39th Ct,Coral Springs,FL,33065-1506,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270221185E9,3816.0,1288.0,44.0,2.0,3.0,19.0,86.2,26.30829,-80.25352,176.5,44.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267791272E9,3796.0,1285.0,13.0,-17.0,3.0,11.0,93.2,26.27893,-80.25661,216.7,11.0,,,9747 NW 39th Ct,Pompano Beach,FL,33065-6600,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269737322E9,3811.0,1253.0,45.0,12.0,3.0,19.0,89.3,26.3344,-80.27484,270.1,47.0,,,Osprey Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267950752E9,4406.0,1571.0,54.0,4.0,3.0,25.0,73.0,26.11071,-80.29839,102.6,54.0,,,Interstate 595 E,Ft Lauderdale,FL,33325,US,null,14.5,null,null
358901046463128,1.42826779434E9,3796.0,1612.0,16.0,-14.0,3.0,11.0,93.2,26.27893,-80.25661,216.7,11.0,,,9747 NW 39th Ct,Pompano Beach,FL,33065-6600,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267531196E9,3795.0,1361.0,47.0,-3.0,3.0,8.0,92.0,26.28816,-80.25044,181.9,42.0,,,4662 FL-817,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268024346E9,3797.0,1418.0,18.0,-12.0,3.0,12.0,94.6,26.28596,-80.25658,8.0,18.0,,,4483 Coral Hills Dr,Pompano Beach,FL,33065-1520,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267508383E9,3795.0,1386.0,49.0,4.0,3.0,3.0,94.8,26.29375,-80.24891,176.8,49.0,,,5138 N University Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268259627E9,3799.0,1167.0,42.0,19.0,3.0,14.0,92.9,26.2866,-80.22568,90.6,42.0,,,7420 Wiles Rd,Coral Springs,FL,33067-2066,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269737321E9,3811.0,1253.0,45.0,12.0,3.0,19.0,89.3,26.3344,-80.27484,270.1,47.0,,,Osprey Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.4282677641E9,3796.0,915.0,18.0,-14.0,3.0,9.0,93.8,26.28494,-80.25328,164.9,18.0,,,4450 NW 95th Ave,Coral Springs,FL,33065-1562,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268284968E9,4413.0,1984.0,66.0,1.0,3.0,28.0,77.1,26.08374,-80.1957,90.3,66.0,,,Interstate 595 E,Ft Lauderdale,FL,33312,US,null,14.5,null,null
352054052517829,1.428268040335E9,4408.0,2156.0,73.0,18.0,3.0,27.0,74.5,26.10664,-80.28138,104.9,68.0,,,Interstate 595 E,Ft Lauderdale,FL,33324,US,null,14.5,null,null
358901046463128,1.428270221862E9,3816.0,1263.0,44.0,2.0,3.0,19.0,89.1,26.30829,-80.25352,176.5,44.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270101112E9,3815.0,1620.0,36.0,2.0,3.0,19.0,88.9,26.32122,-80.25098,187.0,42.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267679655E9,4402.0,1636.0,13.0,0.0,3.0,16.0,76.5,26.12782,-80.35975,194.8,13.0,,,Markham County Park,Ft Lauderdale,FL,33323,US,null,14.5,null,null
358901046463128,1.428269132714E9,3805.0,1334.0,37.0,-12.0,3.0,17.0,93.3,26.31058,-80.22481,270.6,37.0,,,7379 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267964078E9,3797.0,1175.0,11.0,-19.0,3.0,12.0,93.5,26.2843,-80.25771,15.4,11.0,,,4420 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268671062E9,4419.0,659.0,0.0,-22.0,3.0,31.0,71.1,26.13644,-80.15546,90.4,18.0,,,1000 W Sunrise Blvd,Ft Lauderdale,FL,33311-7144,US,null,14.5,null,null
358901046463128,1.428267979159E9,3797.0,842.0,9.0,-17.0,3.0,12.0,94.6,26.28581,-80.25791,11.3,9.0,,,4450 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268691978E9,3802.0,2031.0,26.0,-19.0,3.0,16.0,91.5,26.31171,-80.20222,0.0,0.0,,,N State Road 7,Pompano Beach,FL,33073,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267550485E9,4379.0,1489.0,23.0,0.0,3.0,10.0,79.6,26.12927,-80.3512,263.4,16.0,,,Markham County Park,Ft Lauderdale,FL,33323,US,null,14.5,null,null
358901046463128,1.428270131102E9,3815.0,1233.0,44.0,2.0,3.0,19.0,91.7,26.32233,-80.25088,181.6,36.0,,,N University Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270071056E9,3815.0,1335.0,37.0,2.0,3.0,20.0,91.6,26.33422,-80.25113,128.3,10.0,,,9361 Eden Mnr,Parkland,FL,33076-4431,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268640555E9,4419.0,1398.0,18.0,4.0,3.0,30.0,75.7,26.13644,-80.15546,90.4,18.0,,,1000 W Sunrise Blvd,Ft Lauderdale,FL,33311-7144,US,null,14.5,null,null
352054052517829,1.428267869335E9,4403.0,1550.0,62.0,-14.0,3.0,18.0,80.3,26.11919,-80.34822,105.7,51.0,,,W State Road 84,Ft Lauderdale,FL,33326,US,null,14.5,null,null
358901046463128,1.428269769449E9,3812.0,1240.0,44.0,12.0,3.0,19.0,89.5,26.33441,-80.28713,270.3,44.0,,,12049 NW 83rd Pl,Coral Springs,FL,33076-3491,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267775203E9,3796.0,1373.0,14.0,-16.0,3.0,10.0,93.8,26.28295,-80.25527,169.4,14.0,,,4251 NW 96th Ave,Coral Springs,FL,33065-1574,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268880596E9,4420.0,1210.0,31.0,-9.0,3.0,30.0,75.5,26.137,-80.13667,89.0,31.0,,,E Sunrise Blvd,Ft Lauderdale,FL,33304,US,null,14.5,null,null
358901046463128,1.428268794019E9,3803.0,1089.0,16.0,3.0,3.0,17.0,92.5,26.31047,-80.21942,222.4,16.0,,,6838 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267579231E9,3795.0,997.0,15.0,-15.0,3.0,9.0,98.0,26.287,-80.25282,239.9,14.0,,,NW 95th Ave,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268493041E9,3801.0,1777.0,36.0,-19.0,3.0,15.0,92.0,26.28624,-80.20201,54.0,25.0,,,Wiles Rd,Pompano Beach,FL,33073,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268284537E9,4413.0,2151.0,66.0,8.0,3.0,28.0,74.9,26.08594,-80.2051,119.7,73.0,,,Interstate 595 E,Ft Lauderdale,FL,33314,US,null,14.5,null,null
358901046463128,1.428268594002E9,3802.0,1559.0,52.0,5.0,3.0,16.0,92.5,26.30152,-80.20234,0.1,55.0,,,N State Road 7,Pompano Beach,FL,33073,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269857303E9,3813.0,1257.0,47.0,12.0,3.0,19.0,91.1,26.33437,-80.28371,90.5,44.0,,,11845 NW 83rd Pl,Coral Springs,FL,33076-3467,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.4282688503E9,4420.0,1160.0,13.0,-27.0,3.0,30.0,73.0,26.13691,-80.13819,86.1,13.0,,,614 E Sunrise Blvd,Ft Lauderdale,FL,33304,US,null,14.5,null,null
358901046463128,1.428269237513E9,3806.0,1338.0,37.0,7.0,3.0,17.0,89.4,26.3088,-80.23877,240.0,35.0,,,8369 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267950761E9,4406.0,1571.0,54.0,4.0,3.0,26.0,73.0,26.11071,-80.29839,102.6,54.0,,,Interstate 595 E,Ft Lauderdale,FL,33325,US,null,14.5,null,null
358901046463128,1.428269769431E9,3812.0,1253.0,44.0,12.0,3.0,19.0,89.3,26.33439,-80.28098,270.1,45.0,,,NW 117th Way,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268820182E9,4419.0,654.0,22.0,-3.0,3.0,30.0,70.5,26.13672,-80.14501,0.0,0.0,,,84 W Sunrise Blvd,Ft Lauderdale,FL,33311-6203,US,null,14.5,null,null
358901046463128,1.428267829489E9,3796.0,1240.0,13.0,-18.0,3.0,11.0,93.5,26.27776,-80.26141,296.4,11.0,,,3820 NW 101st Dr,Coral Springs,FL,33065-1554,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268790175E9,4419.0,664.0,0.0,-3.0,3.0,30.0,70.5,26.13672,-80.14501,0.0,0.0,,,84 W Sunrise Blvd,Ft Lauderdale,FL,33311-6203,US,null,14.5,null,null
358901046463128,1.428268827336E9,3804.0,923.0,19.0,-11.0,3.0,17.0,91.1,26.30733,-80.21939,177.8,19.0,,,6211 NW 69th Way,Parkland,FL,33067-1343,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267476401E9,3795.0,1219.0,5.0,-32.0,3.0,3.0,94.8,26.29809,-80.2508,79.2,20.0,,,9516 Westview Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267866058E9,3797.0,1075.0,16.0,-14.0,3.0,12.0,94.4,26.28035,-80.26231,3.4,18.0,,,4051 NW 101st Dr,Coral Springs,FL,33065-1570,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269319432E9,3807.0,1034.0,14.0,7.0,3.0,18.0,89.2,26.31083,-80.25281,276.5,19.0,,,9287 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267979207E9,3797.0,842.0,9.0,-17.0,3.0,12.0,94.6,26.28581,-80.25791,11.3,9.0,,,4450 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268190087E9,4411.0,2193.0,74.0,9.0,3.0,28.0,74.6,26.09479,-80.23338,107.0,74.0,,,Interstate 595 E,Ft Lauderdale,FL,33317,US,null,14.5,null,null
358901046463128,1.428267830442E9,3796.0,1312.0,14.0,-16.0,3.0,11.0,93.5,26.2786,-80.26209,336.1,13.0,,,3900 NW 101st Dr,Coral Springs,FL,33065-1554,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268390571E9,4414.0,1766.0,60.0,-5.0,3.0,29.0,60.4,26.08264,-80.17154,64.1,60.0,,,Interstate 595 W,Ft Lauderdale,FL,33312,US,null,14.5,null,null
352054052517829,1.428267549182E9,4379.0,2322.0,16.0,0.0,3.0,10.0,79.6,26.12973,-80.35094,187.5,14.0,,,Markham County Park,Ft Lauderdale,FL,33323,US,null,14.5,null,null
358901046463128,1.428267829979E9,3796.0,1312.0,13.0,-17.0,3.0,11.0,93.5,26.2786,-80.26209,336.1,13.0,,,3900 NW 101st Dr,Coral Springs,FL,33065-1554,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269467999E9,3809.0,1171.0,42.0,12.0,3.0,18.0,87.8,26.32626,-80.25693,239.5,42.0,,,NW Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268640411E9,4419.0,1398.0,44.0,4.0,3.0,30.0,75.7,26.13647,-80.16098,91.2,44.0,,,1454 W Sunrise Blvd,Ft Lauderdale,FL,33311-7041,US,null,14.5,null,null
358901046463128,1.428268229359E9,3799.0,1364.0,49.0,18.0,3.0,13.0,93.2,26.28669,-80.23204,90.9,49.0,,,7920 Wiles Rd,Coral Springs,FL,33067-2071,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.4282700711E9,3815.0,1335.0,41.0,2.0,3.0,20.0,91.6,26.32929,-80.25103,178.8,41.0,,,7805 N University Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267829489E9,3796.0,1240.0,13.0,-17.0,3.0,11.0,93.5,26.2786,-80.26209,336.1,13.0,,,3900 NW 101st Dr,Coral Springs,FL,33065-1554,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268559406E9,3802.0,1539.0,55.0,5.0,3.0,15.0,92.5,26.29474,-80.20199,359.3,55.0,,,5400 N State Road 7,Coral Springs,FL,33073-3746,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269254264E9,3806.0,1343.0,39.0,7.0,3.0,17.0,91.5,26.30821,-80.24298,269.7,39.0,,,8655 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268559406E9,3802.0,1539.0,55.0,5.0,3.0,15.0,92.5,26.29474,-80.20199,359.3,55.0,,,5400 N State Road 7,Coral Springs,FL,33073-3746,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267577565E9,3795.0,696.0,16.0,-31.0,3.0,9.0,98.0,26.287,-80.25282,239.9,14.0,,,NW 95th Ave,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267550985E9,3795.0,1567.0,12.0,-3.0,3.0,9.0,92.0,26.28907,-80.25034,189.9,47.0,,,4712 N University Dr,Pompano Beach,FL,33067-4633,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268893989E9,3804.0,1170.0,18.0,-12.0,3.0,17.0,91.8,26.30493,-80.21936,178.5,19.0,,,6019 NW 69th Way,Parkland,FL,33067-1339,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.42826797915E9,3797.0,1334.0,9.0,-17.0,3.0,12.0,94.6,26.28496,-80.25793,352.4,11.0,,,4420 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268024272E9,3797.0,1028.0,7.0,-15.0,3.0,12.0,94.6,26.28582,-80.25706,93.3,15.0,,,9790 NW 45th St,Coral Springs,FL,33065-1566,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269792483E9,3812.0,1693.0,17.0,12.0,3.0,19.0,89.5,26.33439,-80.28994,88.1,13.0,,,8498 NW 123rd Way,Parkland,FL,33076-4929,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269447464E9,3808.0,1526.0,43.0,7.0,3.0,18.0,90.1,26.32726,-80.25122,274.1,24.0,,,NW Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268024337E9,3797.0,1102.0,10.0,-15.0,3.0,12.0,94.6,26.28582,-80.25706,93.3,15.0,,,9790 NW 45th St,Coral Springs,FL,33065-1566,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269555533E9,3809.0,1549.0,19.0,12.0,3.0,19.0,91.6,26.32012,-80.27074,293.0,13.0,,,6788 Pine Island Rd,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270291036E9,3816.0,1404.0,38.0,-13.0,3.0,20.0,89.1,26.3025,-80.25069,176.7,17.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268820194E9,4419.0,810.0,22.0,-3.0,3.0,30.0,70.5,26.13672,-80.14501,0.0,0.0,,,84 W Sunrise Blvd,Ft Lauderdale,FL,33311-6203,US,null,14.5,null,null
358901046463128,1.428269192523E9,3806.0,1106.0,18.0,7.0,3.0,17.0,91.7,26.31068,-80.22999,270.8,37.0,,,7749 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269132413E9,3805.0,1700.0,37.0,-12.0,3.0,17.0,92.1,26.31064,-80.22256,255.5,18.0,,,6501 Parkside Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901045742274,1.428269195368E9,815.0,0.0,0.0,-1.0,4.0,0.0,14.6,26.38562,-80.13602,0.0,0.0,,,2400 NW 40th Cir,Boca Raton,FL,33431-5409,US,1FAHP2F83DG188264,null,0fc88166a0d3773838bf51beb0f4db5a,null
358901046463128,1.428267575999E9,3795.0,2042.0,14.0,-24.0,3.0,8.0,98.0,26.28709,-80.25052,214.8,12.0,,,9311 Wiles Rd,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268610306E9,4418.0,1397.0,44.0,-22.0,3.0,30.0,86.0,26.13647,-80.16098,91.2,44.0,,,1454 W Sunrise Blvd,Ft Lauderdale,FL,33311-7041,US,null,14.5,null,null
352054052517829,1.428268190088E9,4411.0,2193.0,74.0,9.0,3.0,28.0,74.6,26.09479,-80.23338,107.0,74.0,,,Interstate 595 E,Ft Lauderdale,FL,33317,US,null,14.5,null,null
358901046463128,1.428267476796E9,3795.0,795.0,17.0,-32.0,3.0,3.0,94.8,26.29809,-80.2508,79.2,20.0,,,9516 Westview Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267560057E9,4379.0,1231.0,19.0,0.0,3.0,13.0,79.6,26.12917,-80.35246,258.3,23.0,,,Markham County Park,Ft Lauderdale,FL,33323,US,null,14.5,null,null
358901046463128,1.42826831925E9,3800.0,1475.0,47.0,19.0,3.0,15.0,92.7,26.2863,-80.21407,90.9,47.0,,,Wiles Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268694163E9,3802.0,1533.0,42.0,-8.0,3.0,16.0,91.5,26.31204,-80.20351,268.3,42.0,,,5777 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901045742274,1.428267080886E9,815.0,0.0,0.0,-1.0,4.0,0.0,14.6,26.38562,-80.13602,0.0,0.0,,,2400 NW 40th Cir,Boca Raton,FL,33431-5409,US,1FAHP2F83DG188264,null,0fc88166a0d3773838bf51beb0f4db5a,null
352054052517829,1.4282684904E9,4416.0,2278.0,78.0,4.0,3.0,30.0,74.6,26.10525,-80.16782,10.1,69.0,,,1243 SW 19th Ave,Ft Lauderdale,FL,33312-4153,US,null,14.5,null,null
358901046463128,1.428268797748E9,3803.0,1278.0,20.0,-10.0,3.0,17.0,92.5,26.31051,-80.2194,257.2,13.0,,,6838 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267761259E9,3796.0,1058.0,16.0,-14.0,3.0,9.0,93.8,26.28568,-80.25331,193.9,16.0,,,4500 NW 95th Ave,Coral Springs,FL,33065-1564,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270371327E9,3817.0,1158.0,42.0,-3.0,3.0,20.0,87.8,26.28897,-80.25032,188.4,42.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269792489E9,3812.0,1693.0,17.0,12.0,3.0,19.0,89.5,26.33439,-80.28994,88.1,13.0,,,8498 NW 123rd Way,Parkland,FL,33076-4929,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268700251E9,4419.0,1335.0,33.0,-7.0,3.0,31.0,68.8,26.13644,-80.15546,90.4,18.0,,,1000 W Sunrise Blvd,Ft Lauderdale,FL,33311-7144,US,null,14.5,null,null
352054052517829,1.428268130294E9,4410.0,2204.0,74.0,9.0,3.0,28.0,77.0,26.09715,-80.2431,104.1,74.0,,,Interstate 595 E,Ft Lauderdale,FL,33317,US,null,14.5,null,null
358901046463128,1.428269468E9,3809.0,1171.0,42.0,12.0,3.0,18.0,87.8,26.32626,-80.25693,239.5,42.0,,,NW Trl,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267793411E9,3796.0,1285.0,16.0,-14.0,3.0,11.0,93.2,26.27893,-80.25661,216.7,11.0,,,9747 NW 39th Ct,Pompano Beach,FL,33065-6600,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268390415E9,4414.0,1766.0,60.0,-5.0,3.0,29.0,60.4,26.08264,-80.17154,64.1,60.0,,,Interstate 595 W,Ft Lauderdale,FL,33312,US,null,14.5,null,null
358901046463128,1.428269617773E9,3810.0,1657.0,13.0,12.0,3.0,19.0,89.6,26.32685,-80.27288,356.1,13.0,,,7190 Pine Island Rd,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428268250323E9,4412.0,2185.0,73.0,8.0,3.0,28.0,74.9,26.09006,-80.21408,108.3,74.0,,,Interstate 595 E,Ft Lauderdale,FL,33314,US,null,14.5,null,null
358901046463128,1.428269192575E9,3806.0,1106.0,18.0,7.0,3.0,17.0,90.3,26.31068,-80.22999,270.8,37.0,,,7749 Holmberg Rd,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269794667E9,3812.0,2066.0,22.0,12.0,3.0,19.0,89.5,26.33442,-80.28971,88.6,22.0,,,12247 NW 83rd Pl,Coral Springs,FL,33076-3493,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428269005661E9,3804.0,1129.0,18.0,-12.0,3.0,17.0,90.7,26.30123,-80.21931,0.0,1.0,,,5703 NW 69th Way,Parkland,FL,33067-1351,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267795319E9,3796.0,1114.0,17.0,-13.0,3.0,11.0,93.2,26.27886,-80.25757,250.5,17.0,,,9880 NW 39th Ct,Coral Springs,FL,33065-1506,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428267498452E9,4379.0,1537.0,11.0,0.0,3.0,0.0,79.6,26.13008,-80.35273,0.0,0.0,,,Markham County Park,Ft Lauderdale,FL,33323,US,null,14.5,null,null
352054052517829,1.428268520207E9,4417.0,2200.0,73.0,8.0,3.0,30.0,74.2,26.12342,-80.16871,355.4,73.0,,,Interstate 95 N,Ft Lauderdale,FL,33311,US,null,14.5,null,null
358901046463128,1.428267787577E9,3796.0,1209.0,19.0,-11.0,3.0,11.0,93.2,26.27971,-80.25639,205.7,19.0,,,4000 NW 96th Ave,Coral Springs,FL,33065-1579,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.42826753096E9,3795.0,1375.0,47.0,4.0,3.0,5.0,96.7,26.29277,-80.24897,189.5,49.0,,,5036 N University Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268000338E9,3797.0,1330.0,15.0,-19.0,3.0,12.0,94.6,26.28581,-80.25791,11.3,9.0,,,4450 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270311058E9,3817.0,1692.0,34.0,-11.0,3.0,19.0,86.5,26.2989,-80.25059,173.0,16.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268864032E9,3804.0,1193.0,19.0,-11.0,3.0,17.0,91.5,26.30733,-80.21939,177.8,19.0,,,6211 NW 69th Way,Parkland,FL,33067-1343,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.4282700117E9,3814.0,1291.0,46.0,2.0,3.0,20.0,89.0,26.33429,-80.2548,89.7,46.0,,,9639 Clemmons St,Parkland,FL,33076-4435,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270342135E9,3817.0,1237.0,44.0,0.0,3.0,20.0,88.0,26.29382,-80.24889,176.4,45.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267764886E9,3796.0,1182.0,18.0,-12.0,3.0,9.0,93.8,26.28494,-80.25328,164.9,18.0,,,4450 NW 95th Ave,Coral Springs,FL,33065-1562,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428267962748E9,3797.0,1242.0,13.0,-17.0,3.0,12.0,93.5,26.2843,-80.25771,15.4,11.0,,,4420 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268689216E9,3802.0,1886.0,22.0,2.0,3.0,16.0,91.5,26.31171,-80.20222,0.0,0.0,,,N State Road 7,Pompano Beach,FL,33073,US,2G1FK1EJXC9179291,19,null,null
352054052517829,1.428269020074E9,4421.0,0.0,0.0,-7.0,20.0,30.0,73.2,26.13421,-80.12958,176.7,10.0,,,808 NE 14th Ave,Ft Lauderdale,FL,33304-2803,US,null,14.5,null,null
358901046463128,1.428270371345E9,3817.0,1158.0,42.0,-1.0,3.0,20.0,87.8,26.28897,-80.25032,188.4,42.0,,,N University Dr,Pompano Beach,FL,33067,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268624861E9,3802.0,524.0,0.0,2.0,3.0,16.0,91.5,26.31171,-80.20222,0.0,0.0,,,N State Road 7,Pompano Beach,FL,33073,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428268000348E9,3797.0,1028.0,15.0,-19.0,3.0,12.0,94.6,26.28581,-80.25791,11.3,9.0,,,4450 NW 98th Ave,Coral Springs,FL,33065-1522,US,2G1FK1EJXC9179291,19,null,null
358901046463128,1.428270311012E9,3817.0,1404.0,16.0,-7.0,3.0,19.0,89.1,26.30113,-80.2507,180.7,38.0,,,N University Dr,Pompano Beach,FL,33076,US,2G1FK1EJXC9179291,19,null,null
