thing,ts,prop_brhum,prop_lrlight,prop_offlight,prop_lrtemp,prop_offhum,prop_offtemp,prop_brlight,prop_brtemp,prop_lrhum,loc_lat,loc_lng,loc_heading,loc_speed,loc_corrId,loc_streetNumber,loc_street,loc_city,loc_state,loc_zipCode,loc_country,attr_m2x_deviceid
homehvac,1.427413425928E9,42.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,50.099998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427413800931E9,43.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427415225925E9,42.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,51.700001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427414488393E9,42.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,51.200001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42741384593E9,42.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.42741480593E9,43.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,50.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427412717284E9,42.0,1.9,7.0,79.5,40.0,76.599998,2.0,75.900002,51.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427414948112E9,43.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,51.700001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427413305926E9,42.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,51.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427412694927E9,42.0,1.9,7.0,79.5,40.0,76.599998,2.0,75.900002,51.900002,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.427413748131E9,42.0,1.9,3.0,79.5,40.0,76.599998,4.0,75.900002,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.421568528015E9,46.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421564988014E9,46.0,0.8,5.0,74.0,44.0,74.400002,8.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421565948015E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421564928016E9,45.0,0.8,5.0,74.0,44.0,74.400002,8.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421568588017E9,45.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421568692018E9,45.0,0.8,5.0,75.0,44.0,74.400002,0.0,72.900002,53.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421565768016E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421567208016E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421565048021E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421568408015E9,45.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421567388025E9,45.0,0.8,5.0,74.0,44.0,74.400002,9.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421567988016E9,46.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421568048032E9,45.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421566068016E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421565888016E9,46.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421565528015E9,46.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421565048022E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421568616016E9,45.0,0.8,5.0,75.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421568348019E9,46.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421567448017E9,45.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.42156600802E9,46.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421564928016E9,45.0,0.8,5.0,74.0,44.0,74.400002,8.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421567148022E9,46.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421564868016E9,46.0,0.8,5.0,74.0,44.0,74.400002,0.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421566428016E9,46.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.421566488016E9,45.0,0.8,5.0,74.0,44.0,74.400002,3.0,72.900002,52.599998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981467626E9,48.0,54.799999,131.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983327644E9,48.0,37.900002,143.0,77.0,45.0,73.0,56.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981660636E9,48.0,34.099998,151.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983327644E9,48.0,37.900002,143.0,77.0,45.0,73.0,56.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.42298301716E9,48.0,43.799999,151.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982388684E9,48.0,49.700001,87.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981820633E9,48.0,26.6,120.0,74.0,45.0,73.0,46.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.42298302814E9,48.0,43.799999,98.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982847636E9,48.0,25.1,87.0,74.0,45.0,73.0,11.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981763121E9,48.0,48.799999,83.0,74.0,45.0,73.0,14.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981309157E9,48.0,48.799999,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982633139E9,48.0,39.299999,78.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983135645E9,48.0,26.9,134.0,74.0,45.0,73.0,36.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983867635E9,48.0,42.799999,146.0,77.0,45.0,73.0,70.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422980811641E9,48.0,49.700001,124.0,74.0,45.0,73.0,61.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982974129E9,48.0,48.799999,151.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981320156E9,48.0,54.799999,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983268141E9,48.0,22.1,86.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982729142E9,48.0,25.1,83.0,74.0,45.0,73.0,20.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982191639E9,48.0,25.9,83.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.42298096062E9,48.0,54.799999,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.42298272814E9,48.0,25.1,144.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983068138E9,48.0,34.900002,98.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981408096E9,48.0,54.799999,140.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981827642E9,48.0,26.6,84.0,74.0,45.0,73.0,13.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981628143E9,48.0,47.299999,151.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983300638E9,48.0,33.400002,86.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983808118E9,48.0,42.799999,138.0,77.0,45.0,73.0,74.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422982067705E9,48.0,25.9,77.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981517613E9,48.0,51.200001,131.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981767624E9,48.0,48.799999,120.0,74.0,45.0,73.0,46.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983845635E9,48.0,42.799999,138.0,77.0,45.0,73.0,74.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422982787639E9,48.0,25.1,83.0,74.0,45.0,73.0,11.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982711156E9,48.0,34.900002,144.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983451666E9,48.0,39.299999,148.0,77.0,45.0,73.0,66.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982380633E9,48.0,45.299999,87.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981527593E9,48.0,51.200001,147.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983087625E9,48.0,30.1,134.0,74.0,45.0,73.0,36.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983095841E9,48.0,45.299999,134.0,74.0,45.0,73.0,36.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981505591E9,48.0,55.700001,131.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981635167E9,48.0,57.099998,151.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983207634E9,48.0,22.1,80.0,74.0,45.0,73.0,3.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983150628E9,48.0,22.1,80.0,74.0,45.0,73.0,11.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982611161E9,48.0,43.799999,78.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983268142E9,48.0,22.1,86.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983038645E9,48.0,30.700001,98.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981666657E9,48.0,29.6,151.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982589164E9,48.0,26.6,78.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983307661E9,48.0,37.900002,86.0,77.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981860721E9,48.0,35.599998,84.0,74.0,45.0,73.0,13.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982494132E9,48.0,24.6,78.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982998778E9,48.0,36.799999,151.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983276158E9,48.0,34.900002,86.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982409653E9,48.0,28.9,87.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981707641E9,48.0,29.6,83.0,74.0,45.0,73.0,14.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981775637E9,48.0,28.9,120.0,74.0,45.0,73.0,46.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981767624E9,48.0,48.799999,120.0,74.0,45.0,73.0,46.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980927756E9,48.0,49.700001,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983301644E9,48.0,33.400002,86.0,77.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982688134E9,48.0,39.299999,144.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982671633E9,48.0,46.799999,144.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983035623E9,48.0,26.6,98.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980629134E9,48.0,49.700001,120.0,74.0,45.0,73.0,61.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983365633E9,48.0,29.6,143.0,77.0,45.0,73.0,56.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981299153E9,48.0,43.799999,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983393682E9,48.0,34.5,106.0,77.0,45.0,73.0,12.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982600164E9,48.0,31.9,78.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983867635E9,48.0,42.799999,146.0,77.0,45.0,73.0,70.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422982729138E9,48.0,25.1,144.0,74.0,45.0,73.0,20.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983568121E9,48.0,39.299999,140.0,77.0,45.0,73.0,66.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3
homehvac,1.422981527593E9,48.0,51.200001,147.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982441656E9,48.0,24.6,83.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982398662E9,48.0,34.900002,87.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982934616E9,48.0,48.799999,87.0,74.0,45.0,73.0,11.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981028129E9,48.0,54.799999,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982671633E9,48.0,46.799999,144.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983387642E9,48.0,25.1,106.0,77.0,45.0,73.0,12.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980147284E9,48.0,49.700001,116.0,74.0,45.0,73.0,57.0,73.699997,53.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980011656E9,48.0,49.700001,112.0,74.0,45.0,73.0,57.0,73.699997,53.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982700158E9,48.0,45.299999,144.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981878131E9,48.0,25.9,84.0,74.0,45.0,73.0,13.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980927756E9,48.0,49.700001,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981752641E9,48.0,34.099998,83.0,74.0,45.0,73.0,14.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983340636E9,48.0,42.799999,143.0,77.0,45.0,73.0,56.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982367643E9,48.0,25.9,87.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982923617E9,48.0,36.799999,87.0,74.0,45.0,73.0,11.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982367647E9,48.0,25.9,87.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981707641E9,48.0,29.6,83.0,74.0,45.0,73.0,14.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983726657E9,48.0,42.799999,140.0,77.0,45.0,73.0,66.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422981290137E9,48.0,49.700001,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982670628E9,48.0,46.799999,78.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981478121E9,48.0,42.799999,131.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982427636E9,48.0,28.9,83.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980568138E9,48.0,49.700001,120.0,74.0,45.0,73.0,57.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983815629E9,48.0,37.900002,138.0,77.0,45.0,73.0,74.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422983387643E9,48.0,25.1,106.0,77.0,45.0,73.0,12.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983286207E9,48.0,42.799999,86.0,74.0,45.0,73.0,10.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983087625E9,48.0,30.1,134.0,74.0,45.0,73.0,36.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422979668136E9,48.0,54.799999,112.0,74.0,45.0,73.0,57.0,73.699997,53.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983404661E9,48.0,39.299999,106.0,77.0,45.0,73.0,12.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983704659E9,48.0,32.599998,140.0,77.0,45.0,73.0,66.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422981783658E9,48.0,41.299999,120.0,74.0,45.0,73.0,46.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422980318597E9,48.0,49.700001,116.0,74.0,45.0,73.0,57.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982547651E9,48.0,24.6,78.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981008651E9,48.0,49.700001,129.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983747751E9,48.0,42.799999,140.0,77.0,45.0,73.0,74.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422981827642E9,48.0,26.6,84.0,74.0,45.0,73.0,13.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983146075E9,48.0,22.1,134.0,74.0,45.0,73.0,36.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983080621E9,48.0,30.1,98.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983451666E9,48.0,39.299999,148.0,77.0,45.0,73.0,66.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981589133E9,48.0,55.700001,151.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981277156E9,48.0,49.700001,134.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422982974128E9,48.0,48.799999,151.0,74.0,45.0,73.0,58.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981107631E9,48.0,54.799999,134.0,74.0,45.0,73.0,67.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983372654E9,48.0,25.1,143.0,77.0,45.0,73.0,56.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983747755E9,48.0,42.799999,147.0,77.0,45.0,73.0,74.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.422983150628E9,48.0,22.1,80.0,74.0,45.0,73.0,11.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981568132E9,48.0,55.700001,147.0,74.0,45.0,73.0,73.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422983124646E9,48.0,39.299999,134.0,74.0,45.0,73.0,36.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.422981948136E9,48.0,25.9,84.0,74.0,45.0,73.0,5.0,73.699997,52.299999,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.417766936582E9,40.0,3.4,4.0,75.099998,37.0,72.900002,8.0,70.599998,45.200001,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.417762818579E9,40.0,3.4,4.0,75.099998,37.0,72.900002,8.0,70.599998,45.200001,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.417765138581E9,40.0,3.4,4.0,75.099998,37.0,72.900002,8.0,70.599998,45.200001,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.417763892579E9,40.0,3.4,4.0,74.099998,37.0,72.900002,8.0,70.599998,45.200001,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.417766593582E9,40.0,3.4,4.0,75.099998,37.0,72.900002,8.0,70.599998,46.200001,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.419329668226E9,41.0,3.6,3.0,76.599998,42.0,74.199997,9.0,77.0,50.099998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.419329728222E9,41.0,3.6,3.0,76.599998,42.0,74.199997,0.0,77.0,50.099998,null,null,null,null,null,null,null,null,null,null,null,null
homehvac,1.426384609198E9,42.0,1.1,5.0,77.400002,39.0,74.599998,241.0,73.400002,45.200001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426384549198E9,42.0,1.1,5.0,77.400002,39.0,74.599998,248.0,73.400002,44.200001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426385808201E9,42.0,15.8,5.0,77.400002,39.0,75.599998,682.0,74.400002,51.200001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426385989228E9,42.0,15.8,5.0,77.400002,40.0,75.599998,668.0,74.400002,48.5,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426384189198E9,42.0,1.1,5.0,77.400002,39.0,74.599998,248.0,73.400002,44.200001,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426385148199E9,42.0,1.1,5.0,77.400002,39.0,74.599998,240.0,74.400002,52.599998,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
homehvac,1.426385449197E9,42.0,1.1,5.0,77.400002,39.0,74.599998,35.0,74.400002,52.5,null,null,null,null,null,null,null,null,null,null,null,8071ef46e93f79c516a3f1d6f5d444a6
